id,annotations
748371372930400257,7
742481463539466240,9
743246947474083840,"7,7"
746863418959863808,1
746553498477682688,7
744929060933885953,5
743246967388569600,6
748548782573371392,2
744862223248539648,3
742639200407851008,9
744708850096406528,10
743542138634371073,3
743437852575301632,7
746464931701104640,"1,8"
747862067311411200,"8,8"
746856757998272514,9
747739167933661185,"7,7"
741405535912726529,"9,9"
746496433604431872,9
746715009133092864,3
747748933791846401,"0,0"
743979478276136960,8
746590687018135552,9
742665974403469313,"9,9"
741319090170519554,1
747559468712366080,9
741333872777007104,1
747062495274119168,8
748968498576003072,"6,6"
742437223937761282,1
746700306071814144,5
743631247050571776,1
742867081079586816,10
747784688593428480,3
743274213415485440,"3,3"
748189596807114752,9
741680684733865984,"7,7"
744730613433925632,3
747058810083225600,8
748144115762798592,1
747539434858491904,"8,8"
744522153064685568,"1,1"
746753006071316480,10
742788148204347393,1
744546566019506176,3
741620945232744448,"9,9"
743380560014413824,3
746710138522767360,6
741800019460771840,4
748223756728999936,"10,10"
744889450250002432,"1,7"
742836738834464768,"3,3"
741665302400925697,5
741322926939639808,11
741603875950604288,"8,8"
744548559530377216,3
742183808561123328,"8,9"
746922978240192513,9
742196165131788289,9
747312532755349504,7
747679371369005057,"6,6"
746167977146408960,10
743697921976086528,0
741430591451729921,4
741680518241112068,"4,7"
741676248196337664,"7,9,7,9"
748377069801906176,"1,1"
743264739858358272,"1,4"
741762176558497792,8
745081526124109824,2
742357037930184704,11
747281420268167168,1
746469137543729152,2
744740972727140353,1
748143081766158336,"11,11"
744684618180362240,0
743986760225456128,1
742437379991031808,1
746302828893831169,8
741904246333931520,"1,1"
741079988452110336,6
744669807518289920,"3,3"
743485311502651392,1
743517169892335616,6
741630560494325760,"9,9"
744692317584506880,9
748205571812143105,6
744672136640495616,3
744900489666568192,7
747809962659766272,3
742035119930642433,"3,3"
743258283767701505,3
743485415026466816,"6,6"
746288128940445696,7
743150740844199937,"5,5"
742724792139272192,"9,9"
748486013425594368,1
742208929527107584,7
744927151535710209,"6,7"
742634068605603840,"3,4,11,3,4,11"
748019034197753856,"0,1"
743294364856651776,7
742666046373396482,9
747416765903298560,6
743995818487644161,"0,8,0,8"
742539303998263296,3
743500351198892033,"3,7,3,7"
744598901689298945,2
746948585267167232,"3,3"
741095465584893954,9
746502411192311808,8
747501437500821504,11
742565395303800832,1
748852722095489025,0
744638570405761024,9
743417438272954368,7
747025041934606336,6
743478361746350081,"1,1"
746623808849645569,"3,3"
743032092582285316,"3,7,11,3,7,11"
743223612031770624,1
742873366323974144,9
741328380260454400,9
742376413135699973,7
747702728634281984,9
742199495010754561,1
742817639836291072,3
741897944857616384,6
742380018588917762,7
744685241952964608,0
747514348160032772,8
741404281111257088,7
744543983590739968,2
746425232391573504,5
748891204058832897,0
742911657471401984,"7,9"
749320451864793088,1
742595768477995009,4
744557103121993728,7
748080485994160130,4
742869391763591168,10
748133805525991424,"7,7"
741494428880109569,"9,9"
741750755124776960,7
747522599589130240,11
746355959677788160,0
748534346353631232,4
742458509019619329,5
746650317664718848,8
758583911526100992,1
743667366953811969,3
742305018775281665,4
743654496958455810,1
742098363873648640,1
747473043480449024,11
748581857931849728,"3,7"
743653950713266178,2
759132100901609472,3
741717935476068352,11
747697380854763520,2
746992251482472449,7
748023480529068032,1
748136218995625984,"7,7"
748971098734104576,1
743440877620703234,"0,8,0,8"
742903492763783169,7
743494701362319360,9
747967401258418177,"9,9"
741343943888080896,8
746711800754823168,9
747408494085570560,"1,1"
743311554905407488,"6,6"
742907545203810308,9
746294721908191232,1
742407718506516484,7
744880516265054208,3
743095559485956096,7
741098560431763456,"9,9"
741686023000887297,9
747402294329745408,6
746586719261069313,7
742501472252874752,9
743971636731330560,1
744685033588416512,3
743630197208023044,7
758629620702810114,10
741731827807838208,2
744524022122065920,3
746656550094278656,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2"
746293144745091072,0
742570328451252228,1
747394223599542272,3
742655413754138624,4
742493836656574464,7
741566047287836672,"1,1"
746823187657330688,6
742176689082376192,9
741700736145203200,"1,4"
742806049871237121,1
743573038843629568,"3,3"
747782671670067200,11
747970086430859264,6
743321115100012545,9
744566102341083136,9
742611526050140160,8
743637461138452480,"2,7"
747721020820291584,"4,4"
747582491079356417,9
742984823250292736,8
747651395654926336,11
746298769994440704,"4,4"
748937432238845952,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
743441266730541056,2
749513471054651392,3
741857991561871360,10
742444221978775557,0
748581347506065408,"7,7"
742688228356984832,5
741975475598295040,2
746757568496865280,1
742673884659486721,7
746604554246987776,"9,10"
742621986334121984,"1,9"
742816490756276224,3
743488586822017025,9
746857405368111104,7
742732896528539649,"10,10"
744553657245458432,7
744682148934868992,0
747850511664087040,7
741870667663052800,6
748214662815170560,"0,3,0,3"
743325012275265536,"2,6"
747493130736369669,7
746455463659712513,1
747892166983319553,"3,3"
747670995947917312,4
748796730137649153,"0,0"
747058064558153733,8
742873433755820032,9
741343123910057984,"2,2"
746691997805776896,"7,7"
742369016266772480,1
745099087536480256,1
742322136707141632,7
743117566499921920,"2,2"
747673664213114884,4
746440655409405952,"1,1"
742800103333888000,1
741354734154579968,8
741705158183256065,7
744687975896752129,7
742179038127640577,9
747660048126582784,8
748454968957468672,9
741624708567838721,"3,10"
748605587357724672,"1,1"
742663252920897536,"3,3"
748594467230277632,"0,0"
743680231324540928,"0,5,0,5"
742096574336126976,7
746252824141406208,1
748462774863306752,3
746465183510441984,7
741826705124294656,"1,1"
741820337483091969,8
748137350753058817,"6,7"
747665424871985152,0
742755965703991296,7
747254613619970049,7
742125297613447169,3
748304653675335680,"6,7"
742910019914465280,6
741824504276606976,5
748043200082903041,7
741575685211230210,"1,10"
746307494058721284,8
746744759243374596,7
747131235927875584,9
747597071188779010,1
748071127293952000,"9,9"
744956480185581568,8
747137076970262528,"1,1"
746201074336313344,"1,1"
743440859446804484,9
742057566776262656,2
744854658926075904,9
742050818032078848,1
742843773701394432,3
743448611267223552,"1,10"
747369522303275008,3
744519876002275329,1
746899602167599104,4
744916694225739776,"6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"
748794371458277376,"0,0"
744004915748438016,8
747663191161847808,9
742989447571070976,8
747712699329613824,6
742060843748167680,"10,10"
747529601056808960,6
745079071328059392,"1,10,1,10"
747996383714643968,7
743299888918585348,7
748258891746639874,1
743025375710728192,3
742592737602457600,7
741656778514042880,5
744972483900510209,5
742142521518792704,"9,9"
747074199932506112,10
758559222237843456,1
743993027258159108,1
748552147063574528,6
743680331182530560,6
748774023518040064,"0,0"
741593615508615168,"6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"
741648737458479104,3
742316088491278336,7
749117576693764096,"1,9"
747844197923717121,"9,9"
745089806158336000,6
741588590786936832,"1,3,4"
742350714966446080,1
742947710140043264,11
742842778393026561,3
748222139103318017,6
744686007543443458,"2,2"
743256316106280960,"3,7,11"
742630998643335168,3
744707756100198400,5
746378301334298624,7
748065609015918592,9
742240303059468288,9
743442687102193664,"1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8"
746919005609287680,9
747063797962149888,"8,8"
742138175879942148,5
744964751201972224,"1,9,10"
748348085592535040,7
747484524150349824,0
742933298134056961,11
747784212908998656,0
742179403468267520,2
748258073769279489,1
741323158918025216,10
742595330135498752,4
742731424525090816,4
746408785959329792,3
741897045930303488,"1,1"
747021110445649920,5
749679745239965696,9
743429724869910528,9
743297693783457792,7
747161050760495105,0
747404001411399682,3
745098356318318596,"1,9"
741556368356868096,2
741771250964520960,"8,8"
747434189876715520,"2,2"
743128737047293953,"6,6"
744729004733784064,"1,1"
748153479416287232,"4,4"
742725670174887936,"9,9"
742318245538103296,"7,7"
747124871528849408,9
746779734940475392,"9,9"
743094969284632580,9
744659695357460481,"9,9"
746383649201754112,7
748383068717723649,1
746786111092056065,1
747492514819510272,8
742004767891820544,"5,9"
747135623375523840,1
748008766772219904,1
742662264025698304,1
742873553964552192,9
744904344269656064,5
742354169055580160,7
741442725732581376,5
742007547159285762,"0,9"
741057704660197376,1
747499374159204353,"0,0"
743453547342217216,9
742990047071338496,8
747149952174948352,"4,4"
742204815732670464,7
742461598619553792,"1,1"
743515794835804160,"4,8"
742317255724261376,"0,0"
747938292784635904,6
743965403211145216,"1,1"
746436095680864256,7
744950599335051265,7
746327859912908800,6
743347486589227010,"1,1"
746419349481725952,8
748489000080539648,"1,1"
746725683829805056,3
742847540605816833,7
746378423463927811,7
746983611421851648,7
743129825435648000,2
744597495787847680,"3,3"
746458790409703424,7
743223315934904320,9
744604987414589440,7
743270011083448324,8
746545179394351105,9
747038538500235268,9
747427502725926912,5
743035082152148992,"5,5"
743541521312448512,4
742416505401266176,"6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6"
744606644382932992,"1,1"
743453624592850944,"9,9"
741620137321603072,9
744883455109005312,7
747222644483829760,4
753718112734830592,"1,9"
744519172491608065,1
746344276406177792,7
744924258699116545,7
741442030220529664,2
741704486708744192,2
742628755101868033,"3,3"
743277871012192261,3
742129569323450368,3
746495301632983040,"1,1"
744961555612078080,8
747855258332848128,"10,10"
747158500707549184,7
746389256621330432,6
754280206991589377,"1,9,10"
744764022893981696,"9,10"
743485527886807040,"1,1"
746725052972961792,3
741398065291141121,11
747840083521323013,7
743672036229156864,7
741903441421705216,6
746359663566848001,9
743398504127565824,"9,9"
743543658809524225,"9,11"
741817002092724225,"8,8"
748354660809990144,"0,0"
742617132953784321,"9,5,5"
746654291667017728,"8,8"
748001018454155264,1
743030945876455424,9
742728787855577088,10
742207204929867778,7
743222688257277952,"1,9"
741318204794998785,"7,7,7,7,11,7,7,7,7,7,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,11,7,7,7,7,7,7,7,7,7,7"
748539854011588610,8
742627849857847296,"3,3"
742869176633548800,10
742371008468951040,"7,7"
747693081600864258,"7,7"
747974002749038592,6
754290476098981888,10
747129653832257536,1
742532909068849152,1
759678683409846272,"1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1"
741397295963504641,7
741043436787277824,"2,6,9"
742880918184943617,9
744643222740344832,7
747854107092881409,4
742825006510440448,1
748777318798110720,3
741725737347108864,3
741903357686644736,6
748241089329500160,2
747325540265123848,"11,11"
743152586946125824,3
746274099534696448,9
746192608913809409,1
742904679391186946,2
741506275696070656,1
744552735345876992,5
741577517056856064,1
743529111797248001,"6,6"
748021789180203008,4
747474654919540737,11
741337194846138368,1
746906799958278144,9
748483675189305344,1
746615308698419201,3
747173575526842368,10
748553507825913860,2
744724473803378688,2
744620938256224256,1
748589315882614785,7
742724072493187076,"5,5"
746356332240965633,2
742918756037337088,"2,2"
744915063736250369,2
742054847365648384,1
743592005503090689,"0,0"
743022701548310529,3
741327956128223232,"9,9"
742118673465417729,7
744658411002929152,3
743401282266882049,1
742802297730826240,6
743223996896976896,11
741769043636563968,"4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
747766282804572160,0
746313729013329920,"9,10"
742033958846758912,3
746815155846123524,9
759013186175508480,0
747373970912088064,10
746550198642479106,6
742229571139960832,9
742353795020169216,7
746453610670723073,1
743210538939744257,7
748065077526421504,"1,1,1,1,1,1,1,1,1,1"
744639713877725184,2
753614871841964037,9
746496959922376704,1
747453502243241984,"2,11,2,11"
748025104936931328,7
741071073509179392,0
748309746512433152,9
746587966844309504,9
748006400584998912,1
744713670484180992,"1,1"
744521649307811840,1
743989198714085376,7
747964718548058116,9
748023437256437760,7
741626295746842624,"9,9"
742643475565268993,10
742801395632349184,1
741685331217514497,9
744665445144236033,9
743318837265735682,9
747374188206362624,8
746226648349958144,7
759852992405221378,8
744659363629936640,8
741380823996338178,8
743292917817610240,7
743659756603211776,3
743729935802523648,"9,9"
742663103297380356,3
747648042782892032,1
746694445865656321,"6,6,6,6,6,6,6,6,6,6"
741597564068192256,0
742165037314281474,1
747493467039866880,9
746753697128996864,1
744938116167901186,"8,8"
744490333409546241,1
747746930969677825,"7,7,7"
742955791091699712,"5,5"
742751794489495552,"7,9"
741045973946925056,7
742697499778011136,1
746897648901197824,"8,8"
748496753813520384,"10,10"
743166294762131456,"5,5"
748545286549626881,8
744846708564058113,0
748149319769939968,1
744607532933578754,8
748196403948589058,"1,1"
747529699895697409,8
744610133250965504,1
747854768605921280,2
747662981949964288,"4,9"
743256183109201920,9
742464468022661120,"1,3"
743281404721659904,9
741876995093454849,"1,5"
741987367959941125,9
743614688332677121,1
742825152107446272,1
747808945373224960,6
747135180041773057,8
743455127823130629,9
743122267614380036,2
747881965521616897,3
746809253374083072,9
746562892242124800,7
744614407334834176,"1,1"
743498256064352256,9
747491686520000512,9
743599432638271488,10
741858099938525184,"9,9"
741349447033053184,8
741594947686703105,"9,9"
746658368685748224,"3,4,10"
742691828642766848,"4,4"
743324949985660928,1
741778338776289280,5
744602659659849729,7
746407210553573376,1
748256847530975232,1
744995170832232448,"3,3,3,3,3,3,3,3"
741970220814880768,2
742385702273323008,7
746790870435901440,"7,7"
748089861307924480,9
741908430315622402,"1,10,1,10"
742935465964240896,3
742648317277044736,"7,7"
746459113685684224,9
742537531439349760,"7,8"
746227062969491456,1
746701353779601408,4
746269937887510528,9
746835760930664449,4
741072539481317376,0
742068562462924801,10
748313575899336704,"9,9"
744512172055756800,1
741580901272915968,1
741047642860490752,8
748350368417984516,0
743285586660724736,10
748641715708383232,8
742710740390445056,9
746835838357610497,4
746924403061989376,7
746635111970439168,3
742223903225831426,"9,11"
743686952075984896,7
744698425782976512,7
748545491546181632,"8,8"
747853339879059457,10
746202657895813122,"8,9"
747451730661629952,8
742466370412019714,"1,1"
742804301953699840,6
748672665343434753,4
744728031487365122,9
741598124163006465,9
743553154885763072,9
747059171766329344,"2,8,2,8"
747745350585192448,"1,1"
747547704834719744,"9,9"
741949168969646080,"6,6"
748622890669580288,4
743557628308008960,6
742813748843405312,"1,3,10"
743243284944982016,5
747551840414347264,9
741696604034502656,2
746427955065167872,8
742636612123791362,3
744933125994721280,8
746395402690244609,6
748634380281716736,8
747163359775064065,7
741334866810294272,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8"
742096743463047170,7
743555892231168000,9
743083719573921792,9
747447787831189505,1
746405299033038848,"0,0"
742294197697282049,4
746645503698362369,7
743495166376427521,9
744736842797350912,1
744911476465377280,10
743990208060764160,1
747890616042807296,4
741832548804890624,5
743637663039643648,1
748138082071871488,7
741423215290023937,0
746315256113291264,6
744621791981740032,1
748355850805252096,"8,8"
742064493807554560,"1,9"
741377969587924992,1
746431450350821376,7
747074382212759552,10
746282855873941504,7
746884827140370433,2
742600045329928192,7
746623093221654528,2
744584253640302592,0
743465490094260224,9
748131674618273792,7
746742908154351616,7
744558677290532864,"4,8,4,8"
743967818480128000,"1,1"
742726443931697152,9
742348904180645888,1
747540977108160512,"7,9"
741827421322633216,1
743655056944304130,0
742935535107362816,3
744523306603323393,3
748580423177994241,7
743256302843944961,"4,9"
741621124782379009,9
748488666767564800,1
742842778443452416,"4,4"
747871047425261569,"2,6,2,6"
